Date,PM10,PM2.5,Wind speed,Wind dir,Temp,Rel hum,index,,
2015-08-19,26.48333333,11.27916667,3.225,313.6395833,30.86666667,62,3.118371212,19-08-15,TRUE
2015-08-20,22.30416667,11.06666667,2.627083333,281.8666667,30.78541667,62,3.892140152,20-08-15,TRUE
2015-08-21,22.03617021,9.793617021,2.765957447,256.6,30.23829787,62,3.489141568,21-08-15,TRUE
2015-08-22,18.83333333,8.11875,2.45,263.85625,29.52083333,62,1.227777778,22-08-15,TRUE
2015-08-23,20.22916667,10.08541667,2.041666667,270.25625,29.51875,62,0.416816979,23-08-15,TRUE
2015-08-24,22.5875,10.09791667,2.552083333,262.9770833,30.71458333,62,2.624444444,24-08-15,TRUE
2015-08-25,23.59375,9.379166667,4.060416667,232.00625,30.29166667,62,2.856218434,25-08-15,TRUE
2015-08-26,24.11041667,9.495833333,3.60625,238.79375,29.95833333,62,2.845385101,26-08-15,TRUE
2015-08-27,22.17659574,8.804255319,2.265957447,214.0468085,29.51914894,62,3.545744681,27-08-15,TRUE
2015-08-28,25.51875,12.91666667,1.804166667,211.8729167,28.225,62,3.293339646,28-08-15,TRUE
2015-08-29,27.07916667,15.24166667,2.145833333,210.8875,29.08333333,62,1.439551768,29-08-15,TRUE
2015-08-30,23.84166667,14.48125,2.425,242.2791667,30.48333333,62,0.562121212,30-08-15,TRUE
2015-08-31,24.15208333,11.52916667,2.927083333,240.41875,30.33958333,62,3.201186869,31-08-15,TRUE
2015-09-01,20.19130435,9.639130435,2.356521739,221.0304348,28.58695652,62,3.09743083,01-09-15,TRUE
2015-09-02,17.00425532,7.240425532,2.553191489,222.0085106,29.50851064,62,3.021389426,02-09-15,TRUE
2015-09-03,27.00212766,13.15319149,1.717021277,169.0170213,29.2106383,62,3.376918117,03-09-15,TRUE
2015-09-04,36.43541667,15.82291667,1.679166667,174.15,28.98333333,62,4.116035354,04-09-15,TRUE
2015-09-05,26.275,10.67727273,1.809090909,175.7795455,28.91818182,62,1.660451102,05-09-15,TRUE
2015-09-06,18.33777778,8.144444444,1.584444444,208.9222222,29.51333333,62,0.581767677,06-09-15,TRUE
2015-09-07,21.36170213,6.670212766,1.991489362,274.612766,30.79148936,62,3.203546099,07-09-15,TRUE
2015-09-08,20.89347826,8.55,2.606521739,312.2673913,30.98695652,62,2.757793149,08-09-15,TRUE
2015-09-09,21.59361702,8.25106383,2.574468085,277.3361702,30.86595745,62,2.953046422,09-09-15,TRUE
2015-09-10,29.12272727,13.28409091,1.2,166.0227273,27.68636364,62,2.997572314,10-09-15,TRUE
2015-09-11,28.67826087,12.05217391,1.57826087,158.226087,27.48913043,62,3.943906456,11-09-15,TRUE
2015-09-12,30.92083333,11.89375,1.366666667,233.11875,29.19166667,62,0.981691919,12-09-15,TRUE
2015-09-13,24.12272727,9.040909091,2.045454545,255.9272727,28.91818182,62,0.310106749,13-09-15,TRUE
2015-09-14,22.71041667,9.03125,2.629166667,266.63125,28.41666667,62,2.878125,14-09-15,TRUE
2015-09-15,27.09791667,9.2875,3.920833333,312.6645833,27.87291667,62,3.256060606,15-09-15,TRUE
2015-09-16,22.17272727,9.315151515,3.642424242,298.3575758,26.21818182,62,3.560606061,16-09-15,TRUE
2015-09-17,24.34782609,10.13043478,1.282608696,271.0434783,26.3,62,3.681422925,17-09-15,TRUE
2015-09-18,23.40357143,12.92857143,3.303571429,206.8,28.36071429,62,4.170968615,18-09-15,TRUE
2015-09-19,43.1375,22.11875,1.189583333,184.30625,28.91666667,62,1.386805556,19-09-15,TRUE
2015-09-20,81.38125,55.67291667,1.041666667,233.7208333,31.17708333,62,0.415246212,20-09-15,TRUE
2015-09-21,73.26041667,49.95208333,1.710416667,235.8520833,32.22291667,62,2.967739899,21-09-15,TRUE
2015-09-22,51.45833333,27.70416667,1.645833333,221.71875,29.13958333,62,3.216887626,22-09-15,TRUE
2015-09-23,32.47608696,15.60217391,2.458695652,190.6456522,27.30434783,62,4.313949275,23-09-15,TRUE
2015-09-24,22.69375,7.610416667,2.666666667,218.0583333,28.56458333,62,2.885132576,24-09-15,TRUE
2015-09-25,23.95625,8.472916667,2.704166667,239.8729167,29.4,62,3.877967172,25-09-15,TRUE
2015-09-26,24.51458333,9.339583333,1.78125,243.6729167,29.82708333,62,1.989835859,26-09-15,TRUE
2015-09-27,25.90208333,11.92083333,1.579166667,191.55,30.04375,62,0.68125,27-09-15,TRUE
2015-09-28,24.68541667,10.69375,1.497916667,196.5083333,29.22291667,62,3.457133838,28-09-15,TRUE
2015-09-29,22.19166667,9.991666667,1.464583333,199.2104167,29.20416667,62,3.059406566,29-09-15,TRUE
2015-09-30,31.58958333,15.72708333,1.458333333,159.9395833,28.79166667,62,3.557375842,30-09-15,TRUE
2015-10-01,41.54166667,18.90208333,0.804166667,125.93125,28.18541667,62,3.241382576,01-10-15,TRUE
2015-10-02,50.62916667,25.95208333,1.033333333,179.0145833,27.39375,62,4.420063131,02-10-15,TRUE
2015-10-03,22.29444444,10.425,0.925,193.5861111,26.79722222,62,1.05787037,03-10-15,TRUE
2015-10-04,11.04166667,3.291666667,1.15,261.5,27.39583333,62,1.154861111,04-10-15,TRUE
2015-10-05,11.125,2.666666667,1.291666667,214.7916667,28.9375,62,2.225347222,05-10-15,TRUE
2015-10-06,31.18888889,15.49444444,1.202777778,170.5194444,28.69722222,62,3.49199495,06-10-15,TRUE
2015-10-07,28.32708333,12.76875,1.352083333,190.4979167,29.26041667,62,3.139545455,07-10-15,TRUE
2015-10-08,32.30416667,15.82083333,1.3625,225.2729167,29.47291667,62,3.025189394,08-10-15,TRUE
2015-10-09,30.475,15.12916667,1.041666667,157.9791667,27.1125,62,3.387152778,09-10-15,TRUE
2015-10-10,33.77916667,12.97708333,1.872916667,194.83125,28.15,62,1.660138889,10-10-15,TRUE
2015-10-11,28.33333333,12.13333333,1.28125,172.40625,27.50208333,62,0.462152778,11-10-15,TRUE
2015-10-12,30.82916667,13.67291667,1.4625,96.86875,27.28958333,62,2.220486111,12-10-15,TRUE
2015-10-13,36.21875,17.28125,1.514583333,123.7770833,27.57916667,62,2.907891414,13-10-15,TRUE
2015-10-14,45.70416667,21.51458333,1.810416667,135.91875,28.51666667,62,3.201438492,14-10-15,TRUE
2015-10-15,51.40625,26.69583333,1.216666667,170.4645833,29.1125,62,2.699768519,15-10-15,TRUE
2015-10-16,68.01666667,35.98333333,1.110416667,127.2895833,28.70625,62,3.154829545,16-10-15,TRUE
2015-10-17,78.27708333,45.91666667,1.158333333,152.36875,29.06666667,62,2.017866162,17-10-15,TRUE
2015-10-18,44.91875,26.871875,1.296875,145.665625,27.834375,62,0.400804924,18-10-15,TRUE
2015-10-19,56.77179487,32.1,0.98974359,172.5871795,28.8974359,62,2.761213786,19-10-15,TRUE
2015-10-20,39.21914894,21.78085106,1.257446809,174.0297872,29.20638298,62,2.915248227,20-10-15,TRUE
2015-10-21,30.17708333,16.85833333,1.375,160.39375,29.65625,62,3.17522096,21-10-15,TRUE
2015-10-22,54.02173913,32.76956522,0.847826087,123.9565217,28.42608696,62,3.486953228,22-10-15,TRUE
2015-10-23,82.44583333,52.07083333,0.779166667,134.4208333,28.90208333,62,0.738415404,23-10-15,TRUE
2015-10-24,68.1,46.35,1.454166667,153.35,29.03541667,62,0.556407828,24-10-15,TRUE
2015-10-25,55.75,34.6625,1.09375,120.6625,29.54791667,62,0.57522096,25-10-15,TRUE
2015-10-26,68.48333333,38.54791667,1.352083333,105.5583333,29.68958333,62,2.98510101,26-10-15,TRUE
2015-10-27,60.15957447,35.03829787,0.834042553,137.3361702,27.69574468,62,2.900999355,27-10-15,TRUE
2015-10-28,47.27708333,26.90833333,0.89375,160.7541667,28.50833333,62,3.042699315,28-10-15,TRUE
2015-10-29,69.85833333,40.76875,0.8375,172.1,29.10833333,62,3.447569444,29-10-15,TRUE
2015-10-30,71.03333333,39.21041667,1.027083333,147.6416667,30.20416667,62,3.839930556,30-10-15,TRUE
2015-10-31,52.78333333,29.52083333,1.314583333,127.3145833,30.78958333,62,1.771117424,31-10-15,TRUE
2015-11-01,43.86666667,22.1,1.010416667,62.54375,30.25833333,62,0.520075758,01-11-15,TRUE
2015-11-02,41.88958333,18.3875,1.608333333,104.0604167,29.4375,62,2.78772096,02-11-15,TRUE
2015-11-03,58.13333333,30.67083333,1.545833333,105.2875,28.1375,62,3.530713384,03-11-15,TRUE
2015-11-04,65.05208333,33.03541667,1.56875,143.0291667,30.20625,62,3.661205808,04-11-15,TRUE
2015-11-05,66.7375,34.42291667,0.9875,83.275,28.95,62,3.474431818,05-11-15,TRUE
2015-11-06,68.65416667,37.26458333,1.202083333,155.7145833,29.51875,62,4.114236111,06-11-15,TRUE
2015-11-07,40.59583333,21.92291667,1.05,138.51875,27.83958333,62,2.786660354,07-11-15,TRUE
2015-11-08,37,21.73541667,1.197916667,149.46875,28.59583333,62,0.709564394,08-11-15,TRUE
2015-11-09,52.04166667,25.31041667,1.072916667,196.45,28.47083333,62,3.199905303,09-11-15,TRUE
2015-11-10,54.675,30.22916667,0.770833333,154.5958333,28.4125,62,3.145820707,10-11-15,TRUE
2015-11-11,53.90833333,29.10416667,1.06875,176.5020833,29.32708333,62,3.491856061,11-11-15,TRUE
2015-11-12,61.58297872,32.81914894,0.795744681,177.0893617,28.76808511,62,3.317951552,12-11-15,TRUE
2015-11-13,66.18958333,35.06875,0.664583333,138.2395833,28.14791667,62,3.666070376,13-11-15,TRUE
2015-11-14,51.70833333,29.25625,0.7875,154.0916667,28.49583333,62,1.792833844,14-11-15,TRUE
2015-11-15,30.70625,17.53125,0.895833333,159.4104167,28.725,62,0.73625,15-11-15,TRUE
2015-11-16,35.9125,16.58125,1.039583333,159.4020833,29.44583333,62,3.061151094,16-11-15,TRUE
2015-11-17,34.02708333,14.1625,1.429166667,176.6,29.4875,62,3.399027778,17-11-15,TRUE
2015-11-18,41.1625,20.65,1.279166667,172.6145833,30.02916667,62,2.869286616,18-11-15,TRUE
2015-11-19,71.43125,33.25625,1.054166667,90.7625,29.35416667,62,2.972916667,19-11-15,TRUE
2015-11-20,65.95,32.425,1.010416667,88.38958333,28.6625,62,3.579608586,20-11-15,TRUE
2015-11-21,64.1875,30.20416667,1.175,141.6645833,29.08541667,62,1.802045454,21-11-15,TRUE
2015-11-22,44.6030303,21.70606061,1.903030303,117.3666667,29.43636364,62,0.465151515,22-11-15,TRUE
2015-11-23,41.18333333,16.75416667,2.295833333,148.4416667,30.57916667,62,2.55792298,23-11-15,TRUE
2015-11-24,66.55151515,25.56969697,1.490909091,132.9121212,29.86363636,62,3.902112029,24-11-15,TRUE
2015-11-25,61.58297872,27.02978723,1.329787234,156.9787234,30.10638298,62,3.325381474,25-11-15,TRUE
2015-11-26,53.37083333,24.7125,1.275,166.0291667,29.80416667,62,3.128819445,26-11-15,TRUE
2015-11-27,48.01666667,22.87083333,1.502083333,152.18125,29.17916667,62,3.376294192,27-11-15,TRUE
2015-11-28,55.62162162,29.45945946,1.797297297,106.0135135,28.4027027,62,2.003153153,28-11-15,TRUE
2015-11-29,39.025,18.40833333,1.8375,155.6416667,30.20833333,62,0.805359849,29-11-15,TRUE
2015-11-30,47.32083333,21.82083333,1.916666667,184.2791667,30.57916667,62,3.38989899,30-11-15,TRUE
2015-12-01,46.4,23.13333333,2.108333333,182.2708333,29.9375,62,3.293592172,01-12-15,TRUE
2015-12-02,30.95416667,12.64166667,2.366666667,156.1791667,28.06666667,62,3.251847643,02-12-15,TRUE
2015-12-03,29.92083333,15.16666667,1.3875,144.6875,28.05833333,62,3.751820286,03-12-15,TRUE
2015-12-04,60.87083333,23.625,0.8625,170.9708333,27.17916667,62,4.687420034,04-12-15,TRUE
2015-12-05,41.40555556,19.39444444,1.366666667,207.3333333,26.31111111,62,0.417255892,05-12-15,TRUE
2015-12-06,34.83333333,22.17916667,2.466666667,121.375,29.03333333,62,0.344444444,06-12-15,TRUE
2015-12-07,33.44583333,23.34166667,2.375,166.3666667,29.01666667,62,0.421527778,07-12-15,TRUE
2015-12-08,48.78695652,20.5173913,2.256521739,231.7782609,28.73043478,62,3.200889328,08-12-15,TRUE
2015-12-09,54.13333333,27.20416667,1.870833333,229.4291667,29.31666667,62,3.526155303,09-12-15,TRUE
2015-12-10,85.39166667,50.19166667,1.4125,226.4125,29.05,62,0.716982323,10-12-15,TRUE
2015-12-11,75.85,45.6125,1.958333333,167.5291667,28.9875,62,1.833282828,11-12-15,TRUE
2015-12-12,39.3,20.0875,2.825,148.5208333,29.05416667,62,1.538005051,12-12-15,TRUE
2015-12-13,30.04583333,15.925,1.579166667,178.1166667,28.9875,62,0.539768518,13-12-15,TRUE
2015-12-14,59.225,33.2875,1.529166667,183.4916667,29.65,62,3.172668651,14-12-15,TRUE
2015-12-15,117.9333333,76.48333333,1.233333333,182.1291667,29.41666667,62,3.305435606,15-12-15,TRUE
2015-12-16,68.79583333,39.49166667,0.979166667,130.65,29.7625,62,2.834871032,16-12-15,TRUE
2015-12-17,41.25,19.27083333,2.175,139.0291667,27.90833333,62,3.456079545,17-12-15,TRUE
2015-12-18,40.2875,18.26666667,2.583333333,98.625,26.44166667,62,3.420643939,18-12-15,TRUE
2015-12-19,39.63333333,22.34666667,2.006666667,80.86,25.21333333,62,0.713871573,19-12-15,TRUE
2015-12-20,51.4625,28.00416667,2.854166667,205.1,27.2,62,0.784554924,20-12-15,TRUE
2015-12-21,72.49090909,37.32727273,2.609090909,337,27.36818182,62,2.924322773,21-12-15,TRUE
2015-12-22,77.9125,42.22916667,2.979166667,305.7666667,28.91666667,62,3.443478535,22-12-15,TRUE
2015-12-23,69.98333333,41.825,2.254166667,283.325,27.85,62,3.508901515,23-12-15,TRUE
2015-12-24,69.6,40.21666667,1.904166667,202.225,28.17083333,62,3.317834596,24-12-15,TRUE
2015-12-25,47.0625,18.49583333,2.091666667,158.35,28.37083333,62,3.510164141,25-12-15,TRUE
2015-12-26,43.49583333,22.30416667,1.4625,152.1125,28.50833333,62,2.344292328,26-12-15,TRUE
2015-12-27,55.60416667,31.07083333,1.258333333,131.7125,29.50833333,62,0.734583333,27-12-15,TRUE
2015-12-28,64.80833333,32.5125,1.166666667,112.6375,29.34166667,62,2.65770202,28-12-15,TRUE
2015-12-29,56.37777778,34.69722222,2.411111111,89.60833333,27.88055556,62,2.559111953,29-12-15,TRUE
2015-12-30,57.27083333,38.7,0.825,111.7479167,28.35208333,62,1.150662879,30-12-15,TRUE
2015-12-31,41.35833333,24.925,1.608333333,131.2833333,28.87708333,62,0.301280664,31-12-15,TRUE
2016-01-01,42.78541667,22.675,1.84375,129.1041667,27.75625,62,0.157986111,01-01-16,TRUE
2016-01-02,46.13541667,31.18541667,1.614583333,168.0916667,27.38333333,62,0.081155303,02-01-16,TRUE
2016-01-03,62.04791667,43.15833333,1.141666667,149.30625,27.83541667,62,0.069065657,03-01-16,TRUE
2016-01-04,90.05531915,69.03404255,1.195744681,212.0957447,28.4787234,62,1.894305824,04-01-16,TRUE
2016-01-05,76.53125,52.08958333,1.222916667,178.3333333,28.82083333,62,2.449884259,05-01-16,TRUE
2016-01-06,61.11041667,42.86041667,1.239583333,187.30625,28.71041667,62,2.961925505,06-01-16,TRUE
2016-01-07,63.15833333,44.0625,1.175,178.775,28.54583333,62,2.926736111,07-01-16,TRUE
2016-01-08,50.44375,34.07083333,0.975,179.8604167,27.59166667,62,3.166521465,08-01-16,TRUE
2016-01-09,28.31875,15.69791667,2.752083333,181.5791667,28.05208333,62,1.816508838,09-01-16,TRUE
2016-01-10,29.50625,16.50625,1.8875,216.8833333,28.09791667,62,0.551073232,10-01-16,TRUE
2016-01-11,46.99375,27.77708333,1.677083333,177.4583333,28.27291667,62,1.971704546,11-01-16,TRUE
2016-01-12,47.73333333,27.97708333,1.25,178.6270833,27.96666667,62,1.63655754,12-01-16,TRUE
2016-01-13,36.13958333,18.76458333,1.539583333,180.8541667,28.29791667,62,2.750505051,13-01-16,TRUE
2016-01-14,39.35,21.38958333,2.041666667,182.3479167,29.00208333,62,2.977867064,14-01-16,TRUE
2016-01-15,29.19574468,12.3106383,2.193617021,186.5914894,28.69148936,62,3.343164778,15-01-16,TRUE
2016-01-16,31.425,14.9875,2.3,190.3604167,28.61666667,62,1.883712121,16-01-16,TRUE
2016-01-17,21.50869565,11.20652174,2.82826087,176.1347826,29.38913043,62,0.498550725,17-01-16,TRUE
2016-01-18,26.23958333,13.22916667,2.435416667,188.8895833,29.51041667,62,2.445138889,18-01-16,TRUE
2016-01-19,23.15681818,11.91590909,2.809090909,172.0454545,29.34318182,62,3.364758953,19-01-16,TRUE
2016-01-20,32.76521739,17.00217391,1.913043478,174.2891304,28.81521739,62,3.000094422,20-01-16,TRUE
2016-01-21,38.64791667,20.54166667,2.0625,199.6708333,29.29791667,62,3.40322601,21-01-16,TRUE
2016-01-22,39.07916667,19.375,1.8375,195.8916667,29.45,62,3.148705808,22-01-16,TRUE
2016-01-23,39.25625,19.64375,1.983333333,205.4916667,29.07083333,62,1.693765783,23-01-16,TRUE
2016-01-24,42.12291667,25.23333333,2.08125,104.3145833,25.55416667,62,0.549147727,24-01-16,TRUE
2016-01-25,45.27083333,22.03541667,2.958333333,118.3541667,19.14375,62,2.868592172,25-01-16,TRUE
2016-01-26,64.22083333,38.56875,3.670833333,184.6375,20.49375,62,2.921875,26-01-16,TRUE
2016-01-27,69.34791667,44.63333333,3.202083333,182.63125,22.13958333,62,3.535833333,27-01-16,TRUE
2016-01-28,108.6,72.09583333,2.020833333,160.6416667,25.02083333,62,3.594602273,28-01-16,TRUE
2016-01-29,116.8833333,82.20833333,1.089583333,198.1291667,27.6875,62,3.89760101,29-01-16,TRUE
2016-01-30,57.14375,39.72083333,2.166666667,174.9958333,28.33541667,62,2.010248316,30-01-16,TRUE
2016-01-31,34.95,19.30416667,2.775,173.3104167,28.94166667,62,0.481944444,31-01-16,TRUE
2016-02-01,35.525,18.7,2.00625,204.7645833,29.25625,62,2.78786075,01-02-16,TRUE
2016-02-02,73.50625,42.73333333,1.04375,166.79375,28.42083333,62,3.707944024,02-02-16,TRUE
2016-02-03,76.87083333,43.81041667,1.46875,112.3833333,28.40416667,62,3.788825758,03-02-16,TRUE
2016-02-04,108.0791667,69.99166667,1.441666667,97.45,28.76666667,62,3.338731061,04-02-16,TRUE
2016-02-05,110.1791667,67.25208333,1.310416667,103.7520833,29.59166667,62,4.104861111,05-02-16,TRUE
2016-02-06,74.92916667,36.60416667,2.097916667,111.29375,27.67291667,62,1.691319445,06-02-16,TRUE
2016-02-07,96.65208333,48.18541667,2.49375,94.40208333,22.96875,62,0.474526515,07-02-16,TRUE
2016-02-08,106.6270833,63.62916667,1.704166667,111.4354167,22.13333333,62,1.939642256,08-02-16,TRUE
2016-02-09,127.3791667,82.125,1.6875,127.1520833,23.7875,62,2.630145202,09-02-16,TRUE
2016-02-10,147.9583333,99.03541667,1.23125,205.1104167,25.51041667,62,3.273263889,10-02-16,TRUE
2016-02-11,94.96041667,63.83541667,1.397916667,191.8375,26.57708333,62,3.284311869,11-02-16,TRUE
2016-02-12,69.12083333,45.3,2.391666667,176.9145833,27.87291667,62,4.302525252,12-02-16,TRUE
2016-02-13,50.62083333,27.90625,2.595833333,178.40625,28.34583333,62,2.123728956,13-02-16,TRUE
2016-02-14,43.56041667,22.67291667,2.252083333,188.0166667,28.35208333,62,0.988194444,14-02-16,TRUE
2016-02-15,37.72291667,18.93541667,2.195833333,186.8645833,28.71041667,62,2.701041667,15-02-16,TRUE
2016-02-16,36.17291667,19.22916667,1.45625,179.0145833,27.81666667,62,3.075606061,16-02-16,TRUE
2016-02-17,60.80625,34.21041667,1.454166667,164.8,28.88541667,62,3.028181818,17-02-16,TRUE
2016-02-18,60.14791667,36.73958333,1.5125,181.8583333,28.7125,62,2.919463384,18-02-16,TRUE
2016-02-19,60.6875,35.75625,2.397916667,182.8791667,28.41041667,62,4.344212963,19-02-16,TRUE
2016-02-20,53.42083333,31.99166667,2.90625,180.9604167,28.42916667,62,1.174589647,20-02-16,TRUE
2016-02-21,44.74791667,25.7375,2.8625,174.9104167,28.44375,62,0.463042929,21-02-16,TRUE
2016-02-22,45.99148936,25.3212766,2.961702128,193.8808511,28.4,62,0.25070922,22-02-16,TRUE
2016-02-23,43.84680851,24.80425532,2.293617021,196.5106383,28.16595745,62,2.944310123,23-02-16,TRUE
2016-02-24,50.35416667,27.5625,2.13125,184.6958333,28.6,62,3.464236111,24-02-16,TRUE
2016-02-25,70.84565217,36.33913043,1.702173913,136.6847826,28.75652174,62,3.23219697,25-02-16,TRUE
2016-02-26,82.83125,46.46666667,1.497916667,135.88125,28.94791667,62,3.789835859,26-02-16,TRUE
2016-02-27,96.42708333,48.8,2.1875,130.26875,28.40833333,62,1.675757576,27-02-16,TRUE
2016-02-28,93.95434783,55.92826087,1.563043478,136.3652174,29.05217391,62,0.679034914,28-02-16,TRUE
2016-02-29,108.4416667,70.83541667,1.589583333,141.7125,29.13125,62,3.120965007,29-02-16,TRUE
2016-03-01,102.2916667,52.975,1.825,175.4645833,28.31875,62,2.921938131,01-03-16,TRUE
2016-03-02,127.2604167,72.61458333,1.275,160.80625,28.89583333,62,2.916944444,02-03-16,TRUE
2016-03-03,131.54375,80.06041667,1.725,176.1666667,28.41041667,62,3.099861111,03-03-16,TRUE
2016-03-04,62.49583333,37.20208333,2.858333333,187.8104167,28.55625,62,3.673958333,04-03-16,TRUE
2016-03-05,52.28787879,23.90606061,3.818181818,175.0909091,28.08181818,62,1.777878788,05-03-16,TRUE
2016-03-06,46.32083333,24.10833333,4.7125,158.7083333,28.5875,62,1.253440657,06-03-16,TRUE
2016-03-07,54.22916667,25.025,5.2,158.7833333,29.12083333,62,3.061193182,07-03-16,TRUE
2016-03-08,54.4625,26.30416667,5.291666667,158.1375,29.24166667,62,3.436458333,08-03-16,TRUE
2016-03-09,52.49583333,25.90416667,5.404166667,154.0916667,29.02083333,62,3.378580447,09-03-16,TRUE
2016-03-10,52.06666667,25.54583333,4.816666667,148.8625,29.30833333,62,2.8375,10-03-16,TRUE
2016-03-11,49.87083333,23.8125,5.395833333,156.8458333,29.32083333,62,3.670340909,11-03-16,TRUE
2016-03-12,46.90416667,20.90416667,6.770833333,162.5125,29.1875,62,1.477525252,12-03-16,TRUE
2016-03-13,30.94583333,16.48333333,5.95,155.6208333,29.13333333,62,0.411224747,13-03-16,TRUE
2016-03-14,36.7,13.57083333,4.8875,151.4625,29.2,62,3.019181397,14-03-16,TRUE
2016-03-15,41.20833333,16.50416667,6.2625,153.6333333,29.65416667,62,3.226325758,15-03-16,TRUE
2016-03-16,49.5625,23.6,5.8875,157.8875,29.56666667,62,3.467708333,16-03-16,TRUE
2016-03-17,45.26086957,21.65652174,5.086956522,153.9347826,29.66086957,62,3.223142293,17-03-16,TRUE
2016-03-18,47.54,23.64857143,4.92,171.02,29.95428571,62,4.122142857,18-03-16,TRUE
2016-03-19,45.33125,25.52291667,3.870833333,181.7854167,29.95,62,1.631597222,19-03-16,TRUE
2016-03-20,42.87916667,25.88958333,4.402083333,184.4291667,30.03541667,62,0.481423611,20-03-16,TRUE
2016-03-21,33.54791667,17.39166667,3.945833333,183.63125,29.71041667,62,3.298674243,21-03-16,TRUE
2016-03-22,45.32916667,26.98541667,3.8875,181.0479167,29.98541667,62,2.96138468,22-03-16,TRUE
2016-03-23,63.98958333,42.0125,3.779166667,188.0833333,30.34583333,62,3.263468013,23-03-16,TRUE
2016-03-24,71.74375,44.175,2.691666667,191.2958333,30.59583333,62,3.215656566,24-03-16,TRUE
2016-03-25,55.22291667,28.90416667,4.052083333,179.44375,30.15833333,62,4.430555555,25-03-16,TRUE
2016-03-26,51.18125,30.36458333,2.225,164.35,30.125,62,1.843472222,26-03-16,TRUE
2016-03-27,40.9625,24.99791667,1.74375,169.83125,28.99791667,62,0.201736111,27-03-16,TRUE
2016-03-28,66.725,45.58333333,1.897916667,177.46875,28.6875,62,2.043434343,28-03-16,TRUE
2016-03-29,51.3625,34.29166667,2.4875,180.2604167,28.9625,62,3.476401515,29-03-16,TRUE
2016-03-30,57.19166667,34.68125,2.4625,192.9,29.625,62,3.86905303,30-03-16,TRUE
2016-03-31,66.17291667,40.04166667,3.108333333,192.4541667,29.57916667,62,4.169191919,31-03-16,TRUE
2016-04-01,55,31.54791667,3.6375,191.5541667,29.64375,62,4.236931818,01-04-16,TRUE
2016-04-02,43.09583333,23.49166667,3.314583333,181.35625,29.74166667,62,2.880397727,02-04-16,TRUE
2016-04-03,29.23125,16.57916667,3.264583333,187.3104167,30.07708333,62,0.914665404,03-04-16,TRUE
2016-04-04,32.42978723,19.27234043,3.655319149,185.6893617,29.99148936,62,3.356624758,04-04-16,TRUE
2016-04-05,35.05652174,16.16086957,3.806521739,180.7804348,30.33043478,62,4.307394598,05-04-16,TRUE
2016-04-06,34.375,20.37291667,3.541666667,193.3854167,30.69375,62,1.143276515,06-04-16,TRUE
2016-04-07,39.90625,24.02916667,4.364583333,183.5333333,30.7375,62,3.455018939,07-04-16,TRUE
2016-04-08,33.30208333,18.60833333,4.085416667,180.14375,30.44166667,62,3.612050716,08-04-16,TRUE
2016-04-09,29.32340426,14.99787234,4.093617021,186.4829787,30.47659574,62,1.583236622,09-04-16,TRUE
2016-04-10,33.26666667,20.05416667,3.629166667,185.51875,30.84791667,62,0.362140152,10-04-16,TRUE
2016-04-11,48.3,28.84375,3.633333333,189.79375,31.34583333,62,2.104930556,11-04-16,TRUE
2016-04-12,61.21041667,38.10416667,2.864583333,192.5479167,31.50416667,62,1.824968434,12-04-16,TRUE
2016-04-13,63.03125,37.90416667,2.297916667,213.3979167,31.80208333,62,0.226736111,13-04-16,TRUE
2016-04-14,57.65208333,37.06875,2.658333333,215.4020833,31.91458333,62,0.156597222,14-04-16,TRUE
2016-04-15,51.37291667,32.09375,3.9375,186.6333333,31.63958333,62,0.100397727,15-04-16,TRUE
2016-04-16,44.01914894,29.47446809,3.940425532,183.3191489,31.38085106,62,0.050612508,16-04-16,TRUE
2016-04-17,41.1875,28.89166667,4.13125,183.30625,31.35,62,0.155729167,17-04-16,TRUE
2016-04-18,41.82708333,26.425,4.135416667,184.4208333,31.44375,62,1.806313131,18-04-16,TRUE
2016-04-19,35.74375,19.61666667,3.80625,183.7875,31.44583333,62,2.651736111,19-04-16,TRUE
2016-04-20,27.625,14.01666667,3.716666667,189.1479167,31.44791667,62,3.182091751,20-04-16,TRUE
2016-04-21,35.13541667,16.73958333,3.8875,184.4708333,31.16875,62,3.401862374,21-04-16,TRUE
2016-04-22,40.00208333,22.17083333,4.314583333,192.6,31.8,62,3.855664983,22-04-16,TRUE
2016-04-23,41.78541667,22.19375,4.447916667,192.6041667,31.56458333,62,2.105744949,23-04-16,TRUE
2016-04-24,33.81875,20.41875,4.122916667,192.9916667,31.38958333,62,0.691865079,24-04-16,TRUE
2016-04-25,36.36458333,20.99791667,4.170833333,186.1479167,31.43541667,62,3.201767677,25-04-16,TRUE
2016-04-26,36.27291667,19.70833333,4.029166667,184.825,31.44791667,62,3.742020202,26-04-16,TRUE
2016-04-27,41.01875,24.60625,4.241666667,182.6375,31.88333333,62,3.74324495,27-04-16,TRUE
2016-04-28,47.27708333,29.27083333,4.44375,179.5833333,31.92291667,62,3.556041667,28-04-16,TRUE
2016-04-29,36.51428571,21.24285714,3.773809524,184.902381,31.57857143,62,4.692791005,29-04-16,TRUE
2016-04-30,33.36666667,17.18541667,3.083333333,172.9791667,29.625,62,2.778993056,30-04-16,TRUE
2016-05-01,48.075,21.66666667,2.664583333,157.675,29.94791667,62,0.413541667,01-05-16,TRUE
2016-05-02,35.09583333,10.1875,3.710416667,188.6604167,31.47708333,62,0.648263889,02-05-16,TRUE
